"id","familiar_reproducibility","crisis_agree","job","field"
6223,"Very familiar","There is a slight crisis of reproducibility","Research Director/VP of Research","Other"
6224,"Fairly familiar","There is a significant crisis of reproducibility","Other (please specify)","Other"
6225,"Very familiar","There is a significant crisis of reproducibility","Senior Scientist","Medicine"
6229,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Other"
6232,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Chemistry"
6234,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Physics"
6235,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
6237,"Very familiar","There is a significant crisis of reproducibility","Technician/Research Assistant","Medicine"
6238,"Somewhat familiar","There is a significant crisis of reproducibility","PhD Student","Engineering"
6239,"Somewhat familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Physics"
6240,"Very familiar","There is a significant crisis of reproducibility","Professor","Biology"
6241,"Very familiar","There is a slight crisis of reproducibility","Professor","Biology"
6242,"Somewhat familiar","There is a significant crisis of reproducibility","Research Director/VP of Research","Physics"
6243,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Materials Science"
6245,"Somewhat familiar","I don't know","PhD Student","Medicine"
6248,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Chemistry"
6252,"Fairly familiar","There is a slight crisis of reproducibility","Student","Biology"
6256,"Very familiar","I don't know","Other (please specify)","Other"
6261,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
6262,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Materials Science"
6266,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
6272,"Fairly familiar","There is a significant crisis of reproducibility","Research Scientist","Physics"
6273,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Chemistry"
6276,"Very familiar","There is a slight crisis of reproducibility","Other (please specify)","Biology"
6278,"Very familiar","There is a significant crisis of reproducibility","Technician/Research Assistant","Biology"
6281,"Very familiar","There is a slight crisis of reproducibility","Research Director/VP of Research","Chemistry"
6283,"Very familiar","There is a significant crisis of reproducibility","Professor","Earth and Environmental Science"
6285,"Very familiar","There is a significant crisis of reproducibility","Professor","Physics"
6287,"Fairly familiar","There is a significant crisis of reproducibility","Medical Professional/Doctor","Medicine"
6288,"Very familiar","There is a significant crisis of reproducibility","Principal Investigator","Medicine"
6291,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Chemistry"
6294,"Very familiar","There is no crisis of reproducibility","PhD Student","Other"
6300,"Not very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Medicine"
6301,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Other"
6303,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Materials Science"
6306,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Biology"
6312,"Somewhat familiar","I don't know","Post-doctoral Fellow","Biology"
6316,"Very familiar","There is a slight crisis of reproducibility","Research Director/VP of Research","Biology"
6317,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Biology"
6318,"Very familiar","I don't know","Research Scientist","Biology"
6320,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Biology"
6326,"Fairly familiar","I don't know","Research Scientist","Biology"
6337,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Medicine"
6339,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
6341,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Earth and Environmental Science"
6344,"Fairly familiar","There is a significant crisis of reproducibility","Laboratory Director/Head","Medicine"
6345,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
6346,"Very familiar","There is a significant crisis of reproducibility","Principal Investigator","Biology"
6348,"Very familiar","I don't know","Principal Investigator","Biology"
6352,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Other"
6353,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Medicine"
6354,"Very familiar","There is a slight crisis of reproducibility","Research Scientist","Materials Science"
6356,"Somewhat familiar","There is a significant crisis of reproducibility","Principal Investigator","Biology"
6362,"Very familiar","There is a slight crisis of reproducibility","Research Scientist","Physics"
6368,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Biology"
6370,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
6377,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Biology"
6382,"Fairly familiar","There is a significant crisis of reproducibility","Research Director/VP of Research","Medicine"
6385,"Fairly familiar","There is a significant crisis of reproducibility","Student","Biology"
6386,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
6391,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Biology"
6402,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
6405,"Very familiar","There is a significant crisis of reproducibility","Laboratory Director/Head","Biology"
6406,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Materials Science"
6407,"Not very familiar","There is a significant crisis of reproducibility","Technician/Research Assistant","Medicine"
6409,"Fairly familiar","There is a slight crisis of reproducibility","Student","Materials Science"
6420,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Biology"
6428,"Not very familiar","There is a significant crisis of reproducibility","Other (please specify)","Other"
6429,"Fairly familiar","There is a slight crisis of reproducibility","Technician/Research Assistant","Physics"
6435,"Fairly familiar","There is a slight crisis of reproducibility","Laboratory Director/Head","Chemistry"
6437,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
6438,"Somewhat familiar","I don't know","Student","Other"
6442,"Fairly familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Materials Science"
6444,"Somewhat familiar","I don't know","Senior Scientist","Biology"
6446,"Very familiar","There is a significant crisis of reproducibility","Medical Professional/Doctor","Medicine"
6448,"Very familiar","There is no crisis of reproducibility","Principal Investigator","Medicine"
6450,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
6453,"Very familiar","There is a slight crisis of reproducibility","Professor","Biology"
6456,"Somewhat familiar","There is a significant crisis of reproducibility","Consultant/Fellow/Attending Physician","Medicine"
6458,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
6459,"Very familiar","I don't know","Medical Professional/Doctor","Medicine"
6463,"Very familiar","There is a significant crisis of reproducibility","Other (please specify)","Other"
6466,"Very familiar","There is a slight crisis of reproducibility","Principal Investigator","Biology"
6470,"Very familiar","There is a slight crisis of reproducibility","Senior Scientist","Chemistry"
6473,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Medicine"
6476,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Other"
6479,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Earth and Environmental Science"
6481,"Not very familiar","There is a significant crisis of reproducibility","Professor","Medicine"
6485,"Very familiar","There is a significant crisis of reproducibility","Research Director/VP of Research","Earth and Environmental Science"
6486,"Fairly familiar","There is a slight crisis of reproducibility","Staff Scientist","Biology"
6487,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
6490,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
6492,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Biology"
6494,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Engineering"
6497,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
6498,"Somewhat familiar","There is a slight crisis of reproducibility","Technician/Research Assistant","Biology"
6502,"Fairly familiar","There is a slight crisis of reproducibility","Laboratory Director/Head","Medicine"
6505,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
6507,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Materials Science"
6508,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
6509,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Materials Science"
6510,"Not very familiar","I don't know","Post-doctoral Fellow","Biology"
6516,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Other"
6517,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Medicine"
6524,"Not very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
6531,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
6532,"Very familiar","There is a slight crisis of reproducibility","Research Scientist","Physics"
6543,"Somewhat familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Other"
6544,"Somewhat familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
6545,"Somewhat familiar","I don't know","Post-doctoral Fellow","Earth and Environmental Science"
6546,"Somewhat familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Materials Science"
6548,"Somewhat familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Chemistry"
6549,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
6555,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
6560,"Fairly familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
6563,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
6577,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Physics"
6578,"Fairly familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Medicine"
6585,"Very familiar","There is a significant crisis of reproducibility","Staff Scientist","Earth and Environmental Science"
6590,"Somewhat familiar","There is a slight crisis of reproducibility","Student","Chemistry"
6592,"Fairly familiar","There is a significant crisis of reproducibility","Research Scientist","Materials Science"
6594,"Fairly familiar","There is a significant crisis of reproducibility","Laboratory Director/Head","Medicine"
6596,"Not very familiar","There is a significant crisis of reproducibility","Laboratory Director/Head","Biology"
6597,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
6598,"Fairly familiar","There is a slight crisis of reproducibility","Research Scientist","Earth and Environmental Science"
6605,"Not very familiar","I don't know","Associate professor/Lecturer","Chemistry"
6607,"Somewhat familiar","There is a significant crisis of reproducibility","PhD Student","Earth and Environmental Science"
6611,"Very familiar","I don't know","Medical Professional/Doctor","Medicine"
6612,"Somewhat familiar","There is a slight crisis of reproducibility","Senior Scientist","Engineering"
6613,"Very familiar","There is a slight crisis of reproducibility","Research Scientist","Biology"
6615,"Very familiar","There is a slight crisis of reproducibility","Senior Scientist","Biology"
6619,"Fairly familiar","There is a significant crisis of reproducibility","Senior Scientist","Biology"
6620,"Very familiar","There is a significant crisis of reproducibility","Senior Scientist","Earth and Environmental Science"
6623,"Somewhat familiar","There is a slight crisis of reproducibility","Professor","Earth and Environmental Science"
6632,"Very familiar","There is a significant crisis of reproducibility","Professor","Biology"
6634,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Other"
6635,"Very familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Biology"
6636,"Not at all familiar","There is a significant crisis of reproducibility","Medical Professional/Doctor","Medicine"
6637,"Very familiar","There is a slight crisis of reproducibility","Research Director/VP of Research","Biology"
6639,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
6641,"Somewhat familiar","There is a significant crisis of reproducibility","PhD Student","Engineering"
6642,"Very familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Biology"
6643,"Very familiar","There is a significant crisis of reproducibility","Principal Investigator","Biology"
6646,"Very familiar","There is a significant crisis of reproducibility","Other (please specify)","Other"
6650,"Somewhat familiar","There is a significant crisis of reproducibility","PhD Student","Medicine"
6651,"Fairly familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
6656,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Medicine"
6657,"Fairly familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
6658,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
6661,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Medicine"
6677,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Materials Science"
6678,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Medicine"
6681,"Somewhat familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
6691,"Very familiar","There is a significant crisis of reproducibility","Laboratory Director/Head","Biology"
6694,"Somewhat familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Materials Science"
6698,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Other"
6702,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Other"
6703,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Physics"
6706,"Fairly familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
6708,"Very familiar","I don't know","Research Scientist","Medicine"
6709,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Engineering"
6711,"Somewhat familiar","I don't know","Student","Other"
6713,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Earth and Environmental Science"
6723,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Biology"
6741,"Very familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Biology"
6748,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
6752,"Very familiar","There is a slight crisis of reproducibility","Research Director/VP of Research","Biology"
6766,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Materials Science"
6773,"Very familiar","There is a significant crisis of reproducibility","Senior Scientist","Medicine"
6776,"Fairly familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Physics"
6780,"Somewhat familiar","There is a slight crisis of reproducibility","PhD Student","Earth and Environmental Science"
6785,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
6788,"Very familiar","There is a slight crisis of reproducibility","Other (please specify)","Biology"
6796,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
6802,"Very familiar","There is a significant crisis of reproducibility","Principal Investigator","Other"
6805,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
6807,"Very familiar","There is a significant crisis of reproducibility","Senior Scientist","Biology"
6815,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Other"
6816,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
6817,"Very familiar","There is a significant crisis of reproducibility","Professor","Other"
6819,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Other"
6822,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Earth and Environmental Science"
6823,"Very familiar","There is a slight crisis of reproducibility","Professor","Biology"
6828,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
6829,"Very familiar","There is a significant crisis of reproducibility","Student","Other"
6832,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Chemistry"
6836,"Very familiar","There is a significant crisis of reproducibility","Technician/Research Assistant","Biology"
6839,"Very familiar","There is a slight crisis of reproducibility","Professor","Chemistry"
6849,"Fairly familiar","There is a significant crisis of reproducibility","Medical Professional/Doctor","Medicine"
6853,"Somewhat familiar","There is a significant crisis of reproducibility","Technician/Research Assistant","Biology"
6854,"Very familiar","I don't know","Staff Scientist","Earth and Environmental Science"
6865,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Materials Science"
6869,"Very familiar","There is a slight crisis of reproducibility","Laboratory Director/Head","Biology"
6874,"Very familiar","There is a slight crisis of reproducibility","Laboratory Director/Head","Biology"
6878,"Fairly familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Other"
6881,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
6884,"Somewhat familiar","There is a slight crisis of reproducibility","PhD Student","Other"
6890,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Other"
6894,"Very familiar","There is a significant crisis of reproducibility","Principal Investigator","Biology"
6901,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Materials Science"
6909,"Very familiar","There is a significant crisis of reproducibility","Professor","Biology"
6918,"Somewhat familiar","There is a slight crisis of reproducibility","Student","Biology"
6922,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Other"
6924,"Fairly familiar","There is a significant crisis of reproducibility","Research Scientist","Biology"
6933,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
6942,"Very familiar","There is no crisis of reproducibility","Medical Professional/Doctor","Medicine"
6943,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Other"
6945,"Very familiar","There is a slight crisis of reproducibility","Principal Investigator","Medicine"
6948,"Fairly familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Medicine"
6949,"Fairly familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Earth and Environmental Science"
6952,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Other"
6956,"Fairly familiar","I don't know","Other (please specify)","Biology"
6959,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Chemistry"
6962,"Fairly familiar","There is no crisis of reproducibility","Professor","Other"
6963,"Fairly familiar","There is a slight crisis of reproducibility","Other (please specify)","Other"
6965,"Fairly familiar","There is a slight crisis of reproducibility","Principal Investigator","Biology"
6970,"Very familiar","There is a significant crisis of reproducibility","Professor","Other"
6971,"Somewhat familiar","There is a significant crisis of reproducibility","PhD Student","Engineering"
6973,"Very familiar","There is a slight crisis of reproducibility","Research Scientist","Biology"
6976,"Very familiar","There is no crisis of reproducibility","Research Scientist","Earth and Environmental Science"
6978,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
6979,"Very familiar","There is a significant crisis of reproducibility","Laboratory Director/Head","Materials Science"
6985,"Very familiar","There is a slight crisis of reproducibility","Principal Investigator","Materials Science"
6986,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Engineering"
6988,"Very familiar","There is a slight crisis of reproducibility","Research Scientist","Earth and Environmental Science"
6992,"Not very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Medicine"
7000,"Fairly familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Other"
7012,"Fairly familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Medicine"
7026,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Other"
7028,"Fairly familiar","There is a slight crisis of reproducibility","Other (please specify)","Materials Science"
7037,"Fairly familiar","I don't know","Research Scientist","Biology"
7040,"Very familiar","There is a significant crisis of reproducibility","Consultant/Fellow/Attending Physician","Materials Science"
7069,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Chemistry"
7087,"Fairly familiar","There is a significant crisis of reproducibility","Student","Earth and Environmental Science"
7102,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Biology"
7103,"Very familiar","There is a significant crisis of reproducibility","Student","Materials Science"
7107,"Fairly familiar","I don't know","Student","Biology"
7109,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Other"
7129,"Very familiar","There is a slight crisis of reproducibility","Professor","Other"
7132,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Materials Science"
7137,"Very familiar","There is a slight crisis of reproducibility","Research Scientist","Biology"
7164,"Very familiar","There is a slight crisis of reproducibility","Principal Investigator","Biology"
7169,"Very familiar","There is a slight crisis of reproducibility","Principal Investigator","Biology"
7177,"Fairly familiar","There is no crisis of reproducibility","Research Scientist","Other"
7179,"Very familiar","There is a slight crisis of reproducibility","Senior Scientist","Medicine"
7201,"Very familiar","There is a significant crisis of reproducibility","Senior Scientist","Biology"
7202,"Very familiar","There is a significant crisis of reproducibility","Student","Biology"
7203,"Very familiar","There is a significant crisis of reproducibility","Technician/Research Assistant","Biology"
7210,"Very familiar","There is a slight crisis of reproducibility","Professor","Biology"
7216,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Materials Science"
7217,"Very familiar","I don't know","PhD Student","Biology"
7234,"Fairly familiar","There is a slight crisis of reproducibility","Student","Other"
7248,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Medicine"
7266,"Fairly familiar","I don't know","PhD Student","Earth and Environmental Science"
7271,"Fairly familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Chemistry"
7277,"Somewhat familiar","I don't know","Research Scientist","Biology"
7281,"Fairly familiar","There is a slight crisis of reproducibility","Research Scientist","Chemistry"
7297,"Very familiar","There is a significant crisis of reproducibility","Staff Scientist","Biology"
7299,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Chemistry"
7300,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Medicine"
7301,"Very familiar","I don't know","PhD Student","Biology"
7303,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
7305,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Biology"
7307,"Fairly familiar","I don't know","PhD Student","Earth and Environmental Science"
7311,"Very familiar","There is no crisis of reproducibility","Student","Earth and Environmental Science"
7323,"Not very familiar","I don't know","PhD Student","Engineering"
7328,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Chemistry"
7335,"Very familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Other"
7336,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Chemistry"
7337,"Very familiar","There is a significant crisis of reproducibility","Principal Investigator","Other"
7340,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Other"
7341,"Very familiar","I don't know","Research Scientist","Chemistry"
7346,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Other"
7353,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
7362,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Biology"
7365,"Very familiar","There is a slight crisis of reproducibility","Senior Scientist","Chemistry"
7367,"Fairly familiar","There is a slight crisis of reproducibility","Research Scientist","Earth and Environmental Science"
7368,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Biology"
7370,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Chemistry"
7373,"Very familiar","There is a significant crisis of reproducibility","Senior Scientist","Earth and Environmental Science"
7379,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
7387,"Somewhat familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Physics"
7392,"Very familiar","I don't know","Associate professor/Lecturer","Engineering"
7398,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Other"
7400,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Engineering"
7444,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
7455,"Very familiar","There is a slight crisis of reproducibility","Research Scientist","Earth and Environmental Science"
7464,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Other"
7471,"Very familiar","There is a slight crisis of reproducibility","Research Scientist","Biology"
7472,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Medicine"
7480,"Fairly familiar","There is a slight crisis of reproducibility","Other (please specify)","Biology"
7492,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
7494,"Very familiar","There is a significant crisis of reproducibility","Professor","Earth and Environmental Science"
7495,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Medicine"
7496,"Very familiar","There is a significant crisis of reproducibility","Senior Scientist","Chemistry"
7499,"Very familiar","There is a slight crisis of reproducibility","Research Scientist","Biology"
7513,"Very familiar","There is no crisis of reproducibility","PhD Student","Biology"
7528,"Very familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Engineering"
7531,"Fairly familiar","There is a slight crisis of reproducibility","Professor","Other"
7535,"Very familiar","There is a slight crisis of reproducibility","Staff Scientist","Biology"
7536,"Very familiar","There is a significant crisis of reproducibility","Senior Scientist","Biology"
7539,"Not at all familiar","I don't know","Post-doctoral Fellow","Chemistry"
7542,"Very familiar","There is a slight crisis of reproducibility","Research Scientist","Biology"
7547,"Fairly familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
7568,"Very familiar","There is a slight crisis of reproducibility","Student","Engineering"
7579,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Other"
7587,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Other"
7591,"Fairly familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Engineering"
7608,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
7609,"Very familiar","I don't know","Associate professor/Lecturer","Chemistry"
7614,"Very familiar","There is a significant crisis of reproducibility","Technician/Research Assistant","Biology"
7617,"Fairly familiar","There is a significant crisis of reproducibility","Research Scientist","Biology"
7618,"Very familiar","There is a significant crisis of reproducibility","Principal Investigator","Biology"
7621,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Biology"
7622,"Very familiar","I don't know","Senior Scientist","Other"
7623,"Very familiar","There is a slight crisis of reproducibility","Principal Investigator","Biology"
7651,"Very familiar","I don't know","Research Scientist","Biology"
7654,"Very familiar","There is a significant crisis of reproducibility","Research Director/VP of Research","Physics"
7655,"Fairly familiar","There is no crisis of reproducibility","Post-doctoral Fellow","Medicine"
7658,"Very familiar","There is a slight crisis of reproducibility","Professor","Other"
7666,"Very familiar","There is a significant crisis of reproducibility","Professor","Medicine"
7680,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
7688,"Very familiar","There is a significant crisis of reproducibility","Other (please specify)","Medicine"
7690,"Very familiar","There is a slight crisis of reproducibility","Senior Scientist","Biology"
7691,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Other"
7693,"Very familiar","There is a slight crisis of reproducibility","Associate professor/Lecturer","Other"
7703,"Very familiar","I don't know","Professor","Other"
7713,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
7721,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
7725,"Very familiar","There is a significant crisis of reproducibility","Research Scientist","Other"
7737,"Fairly familiar","There is a significant crisis of reproducibility","Medical Professional/Doctor","Medicine"
7751,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Physics"
7754,"Fairly familiar","There is a significant crisis of reproducibility","Senior Scientist","Other"
7758,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Medicine"
7762,"Fairly familiar","There is a significant crisis of reproducibility","Other (please specify)","Other"
7766,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
7799,"Very familiar","There is a significant crisis of reproducibility","Consultant/Fellow/Attending Physician","Medicine"
7800,"Fairly familiar","There is a significant crisis of reproducibility","Research Scientist","Other"
7820,"Fairly familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
7835,"Very familiar","There is a slight crisis of reproducibility","Student","Other"
7840,"Fairly familiar","There is a slight crisis of reproducibility","PhD Student","Other"
7846,"Very familiar","There is a significant crisis of reproducibility","Associate professor/Lecturer","Chemistry"
7859,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Other"
7862,"Very familiar","There is no crisis of reproducibility","Other (please specify)","Earth and Environmental Science"
7865,"Very familiar","I don't know","Associate professor/Lecturer","Biology"
7870,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Biology"
7875,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
7880,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
7888,"Very familiar","There is a slight crisis of reproducibility","Technician/Research Assistant","Medicine"
7899,"Very familiar","There is a slight crisis of reproducibility","PhD Student","Biology"
7906,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Chemistry"
7908,"Somewhat familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
7920,"Somewhat familiar","There is a slight crisis of reproducibility","Technician/Research Assistant","Medicine"
7921,"Very familiar","There is a slight crisis of reproducibility","Post-doctoral Fellow","Other"
7935,"Very familiar","There is a significant crisis of reproducibility","PhD Student","Biology"
7937,"Fairly familiar","There is a slight crisis of reproducibility","Principal Investigator","Other"
7942,"Very familiar","There is a significant crisis of reproducibility","Post-doctoral Fellow","Earth and Environmental Science"
7945,"Somewhat familiar","I don't know","Associate professor/Lecturer","Other"
